Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price
Banashankari,2888,4,3.0,1.0,Furnished,"Clubhouse, Gym, Intercom, Jogging Track",20440000
Sarjapur Road,1192,2,1.0,0.0,Semi-Furnished,"Clubhouse, Landscaped Garden, Power Backup, Tennis Court",8970000
Indiranagar,2920,4,3.0,3.0,Furnished,"24/7 Security, Children's Play Area, Intercom, Power Backup, Swimming Pool",35200000
Sarjapur Road,1489,3,3.0,28.0,Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",10000000
Rajajinagar,1666,3,3.0,5.0,Unfurnished,"Covered Parking, Gym, High-Speed Elevators, Landscaped Garden, Power Backup",17140000
Whitefield,1048,2,2.0,2.0,Semi-Furnished,"Children's Play Area, Gym, Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",6180000
Electronic City,1186,2,2.0,9.0,Unfurnished,"Clubhouse, Intercom, Power Backup, Tennis Court",5410000
Indiranagar,1368,3,3.0,6.0,Furnished,"Children's Play Area, Gym, Intercom",17780000
Yelahanka,1072,2,2.0,2.0,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Landscaped Garden",6840000
Rajajinagar,1126,2,2.0,2.0,Unfurnished,"Covered Parking, Power Backup",11280000
Banashankari,968,2,1.0,1.0,Unfurnished,"24/7 Security, Intercom, Jogging Track, Power Backup, Tennis Court",7040000
Malleshwaram,1471,3,3.0,0.0,Furnished,"Clubhouse, Covered Parking, Gym, Power Backup",16760000
HSR Layout,695,1,1.0,6.0,Semi-Furnished,"24/7 Security, Clubhouse, Gym, Intercom",4840000
Whitefield,1054,2,2.0,0.0,Semi-Furnished,"Children's Play Area, Jogging Track, Power Backup",5870000
Bellandur,562,1,1.0,7.0,Unfurnished,"Covered Parking, High-Speed Elevators, Jogging Track, Landscaped Garden, Tennis Court",4070000
Sarjapur Road,638,1,1.0,10.0,Furnished,"Children's Play Area, High-Speed Elevators, Power Backup",4210000
Rajajinagar,666,1,1.0,0.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",6870000
Malleshwaram,1150,2,2.0,0.0,Furnished,"Clubhouse, Gym, Intercom, Landscaped Garden, Power Backup, Swimming Pool",13840000
Electronic City,3079,4,4.0,3.0,Semi-Furnished,"Children's Play Area, Landscaped Garden, Tennis Court",17420000
Electronic City,1041,2,2.0,17.0,Semi-Furnished,"Clubhouse, Covered Parking, Intercom, Power Backup, Swimming Pool, Tennis Court",4990000
Marathahalli,1969,3,2.0,9.0,Semi-Furnished,"Clubhouse, Intercom",12440000
Electronic City,2258,4,4.0,3.0,Unfurnished,"Jogging Track, Landscaped Garden, Tennis Court",10940000
Koramangala,2525,4,3.0,2.0,Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Jogging Track, Power Backup, Tennis Court",31310000
Koramangala,962,2,2.0,2.0,Unfurnished,"24/7 Security, Children's Play Area, Gym, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",10560000
Sarjapur Road,658,1,1.0,13.0,Semi-Furnished,"Clubhouse, Gym, Jogging Track",3530000
HSR Layout,1652,3,3.0,8.0,Semi-Furnished,"24/7 Security, Gym, Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",15950000
Rajajinagar,1902,3,2.0,11.0,Furnished,"Covered Parking, Intercom, Swimming Pool",17220000
Koramangala,2903,4,3.0,11.0,Semi-Furnished,"High-Speed Elevators, Intercom, Landscaped Garden",35170000
Rajajinagar,863,2,1.0,2.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Jogging Track, Power Backup, Swimming Pool",8370000
HSR Layout,1559,3,3.0,14.0,Semi-Furnished,"Children's Play Area, Covered Parking, Swimming Pool",14310000
Electronic City,2436,4,4.0,2.0,Unfurnished,"24/7 Security, Covered Parking, Intercom, Jogging Track, Landscaped Garden",10110000
Yelahanka,2424,4,3.0,3.0,Semi-Furnished,"Covered Parking, Gym, Swimming Pool, Tennis Court",15320000
Thanisandra,800,2,2.0,12.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",4440000
Yelahanka,2540,4,4.0,10.0,Furnished,"Children's Play Area, Covered Parking, Landscaped Garden, Tennis Court",12620000
Thanisandra,1111,2,2.0,9.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Gym, Jogging Track, Swimming Pool, Tennis Court",6520000
Sarjapur Road,1260,2,1.0,9.0,Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Jogging Track, Swimming Pool, Tennis Court",8500000
Yelahanka,2100,4,4.0,2.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Swimming Pool",12820000
Whitefield,1235,2,2.0,6.0,Semi-Furnished,"Covered Parking, Jogging Track, Landscaped Garden, Power Backup",6850000
Hebbal,1182,2,2.0,5.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Swimming Pool",11500000
Whitefield,2004,3,2.0,2.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Power Backup, Tennis Court",11950000
Jayanagar,3072,4,,7.0,Furnished,"24/7 Security, Jogging Track, Tennis Court",36280000
Hebbal,1395,3,3.0,6.0,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Intercom, Power Backup, Swimming Pool",13410000
Sarjapur Road,1105,2,2.0,4.0,Semi-Furnished,"24/7 Security, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",8710000
Marathahalli,1475,3,3.0,1.0,Semi-Furnished,"Power Backup, Swimming Pool, Tennis Court",9390000
Malleshwaram,1000,2,1.0,8.0,Furnished,"24/7 Security, Children's Play Area, Jogging Track",10240000
Electronic City,2100,4,3.0,7.0,Unfurnished,"24/7 Security, Covered Parking, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",10240000
HSR Layout,1869,3,2.0,4.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, Swimming Pool",19140000
Koramangala,873,2,2.0,9.0,Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",9650000
Jayanagar,3100,5,5.0,2.0,Unfurnished,"24/7 Security, Children's Play Area, Gym, Jogging Track, Power Backup, Swimming Pool",38540000
Koramangala,943,2,2.0,7.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Landscaped Garden, Swimming Pool, Tennis Court",12690000
Koramangala,4628,5,5.0,0.0,Semi-Furnished,"Clubhouse, Covered Parking, Jogging Track, Power Backup",65410000
Whitefield,1184,2,2.0,1.0,Semi-Furnished,"24/7 Security, Intercom, Power Backup, Tennis Court",6790000
Bellandur,1676,3,2.0,9.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Swimming Pool",13100000
Koramangala,1832,3,3.0,0.0,Furnished,"24/7 Security, Gym, High-Speed Elevators, Intercom, Jogging Track, Swimming Pool",26750000
Electronic City,1300,3,3.0,6.0,Semi-Furnished,"24/7 Security, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",7530000
HSR Layout,1797,3,3.0,6.0,Furnished,"Covered Parking, Intercom, Landscaped Garden, Tennis Court",15170000
Sarjapur Road,1299,2,2.0,6.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Power Backup",9400000
Whitefield,1634,3,3.0,9.0,Unfurnished,"Clubhouse, Covered Parking, Gym, Jogging Track, Swimming Pool",9010000
Bellandur,1715,3,2.0,7.0,Furnished,"Gym, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",12110000
Bellandur,1086,2,2.0,4.0,Semi-Furnished,"Clubhouse, Intercom",7640000
Rajajinagar,1369,3,3.0,2.0,Furnished,"Covered Parking, High-Speed Elevators, Intercom, Power Backup, Swimming Pool",14100000
Electronic City,537,1,1.0,0.0,Semi-Furnished,"High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",2470000
Hebbal,1585,3,3.0,5.0,Unfurnished,"Children's Play Area, Clubhouse, Gym, Power Backup",14620000
Koramangala,614,1,1.0,12.0,Furnished,"Children's Play Area, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Tennis Court",6460000
Whitefield,1600,3,3.0,6.0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Tennis Court",9440000
Koramangala,741,1,1.0,9.0,Unfurnished,"24/7 Security, Children's Play Area, Gym, Intercom, Jogging Track, Tennis Court",8180000
Electronic City,1885,3,3.0,0.0,Furnished,"Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",12150000
Koramangala,695,1,1.0,3.0,Unfurnished,"24/7 Security, Covered Parking, High-Speed Elevators, Tennis Court",6480000
Koramangala,1377,3,3.0,0.0,Semi-Furnished,"Covered Parking, Swimming Pool",17430000
Malleshwaram,1300,2,1.0,9.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Landscaped Garden, Power Backup, Tennis Court",13650000
Indiranagar,1656,3,3.0,5.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Tennis Court",20480000
Electronic City,1539,3,3.0,2.0,Unfurnished,"Children's Play Area, Intercom, Tennis Court",6550000
Marathahalli,1250,2,2.0,10.0,Semi-Furnished,"Covered Parking, Gym, High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",8320000
Whitefield,1016,2,2.0,13.0,Unfurnished,"Landscaped Garden, Tennis Court",5240000
Marathahalli,884,2,2.0,9.0,Unfurnished,"Children's Play Area, Tennis Court",5090000
Marathahalli,647,1,1.0,21.0,Semi-Furnished,"Clubhouse, Intercom, Tennis Court",3890000
HSR Layout,1574,3,3.0,3.0,Furnished,"Children's Play Area, Gym, High-Speed Elevators, Jogging Track",13940000
Rajajinagar,1609,3,2.0,3.0,Semi-Furnished,"Gym, High-Speed Elevators, Power Backup, Tennis Court",15170000
Thanisandra,945,2,1.0,9.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Landscaped Garden, Swimming Pool",5190000
Whitefield,1914,3,3.0,8.0,Furnished,"24/7 Security, Covered Parking, Gym, Power Backup, Swimming Pool",11550000
Jayanagar,942,2,2.0,8.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Power Backup, Swimming Pool",11340000
Yelahanka,1048,2,2.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Intercom, Landscaped Garden, Swimming Pool",7530000
Koramangala,1714,3,2.0,4.0,Unfurnished,"Children's Play Area, High-Speed Elevators, Swimming Pool, Tennis Court",18770000
Electronic City,1392,3,3.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Swimming Pool",7470000
HSR Layout,3087,4,3.0,3.0,Furnished,"Children's Play Area, Clubhouse, Jogging Track",30690000
Jayanagar,1424,3,2.0,2.0,Unfurnished,"Gym, High-Speed Elevators",13890000
Sarjapur Road,2054,3,3.0,28.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, Swimming Pool, Tennis Court",11890000
Malleshwaram,1196,2,1.0,1.0,Semi-Furnished,"Clubhouse, Gym, Jogging Track",11880000
Rajajinagar,1736,3,2.0,10.0,Furnished,"24/7 Security, Children's Play Area, Intercom, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",20010000
Yelahanka,1070,2,2.0,3.0,Semi-Furnished,"Intercom, Jogging Track, Swimming Pool",5860000
Electronic City,800,2,2.0,0.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Power Backup, Swimming Pool, Tennis Court",4390000
Whitefield,1672,3,2.0,13.0,Semi-Furnished,"Children's Play Area, Covered Parking, Jogging Track, Tennis Court",8050000
HSR Layout,538,1,1.0,2.0,Furnished,"24/7 Security, Children's Play Area, Gym, Tennis Court",5300000
Sarjapur Road,1359,3,3.0,0.0,Unfurnished,"High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",9550000
Koramangala,3466,5,5.0,12.0,Semi-Furnished,"Power Backup, Swimming Pool, Tennis Court",45060000
Jayanagar,1261,2,1.0,7.0,Semi-Furnished,"Covered Parking, Gym",11440000
Bellandur,857,2,1.0,1.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators",6540000
Thanisandra,676,1,1.0,15.0,Semi-Furnished,"Jogging Track, Power Backup",3350000
Bellandur,1212,2,2.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",10450000
Rajajinagar,3344,4,4.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom, Jogging Track",35220000
Rajajinagar,1138,2,,,Furnished,"Intercom, Power Backup",10880000
Sarjapur Road,1044,2,2.0,11.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Landscaped Garden, Power Backup",7870000
Koramangala,839,1,1.0,21.0,Semi-Furnished,"Children's Play Area, Intercom, Jogging Track, Landscaped Garden",8420000
HSR Layout,3383,5,5.0,0.0,Unfurnished,"Clubhouse, Power Backup, Swimming Pool",33320000
Yelahanka,482,1,1.0,8.0,Unfurnished,"Clubhouse, Covered Parking, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",2420000
Yelahanka,1128,2,2.0,10.0,Semi-Furnished,"24/7 Security, Covered Parking, Power Backup, Tennis Court",6150000
Sarjapur Road,1196,2,2.0,2.0,Furnished,"Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden",9020000
Koramangala,1681,3,3.0,12.0,,"Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup",18900000
Indiranagar,1192,2,2.0,1.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Swimming Pool, Tennis Court",12770000
HSR Layout,3175,4,4.0,5.0,,"24/7 Security, Clubhouse, Gym, Intercom, Swimming Pool, Tennis Court",30110000
Indiranagar,828,2,2.0,6.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Intercom, Swimming Pool",9710000
Indiranagar,1415,3,2.0,0.0,Furnished,"24/7 Security, Children's Play Area, Swimming Pool",18800000
Electronic City,2429,4,3.0,12.0,Furnished,"Children's Play Area, Clubhouse, Gym, Jogging Track, Power Backup, Tennis Court",12570000
Sarjapur Road,777,1,1.0,21.0,Furnished,"Covered Parking, Intercom, Landscaped Garden, Swimming Pool",4410000
HSR Layout,1795,3,3.0,2.0,Unfurnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Landscaped Garden",16120000
Whitefield,572,1,1.0,6.0,Furnished,"Gym, Swimming Pool",3290000
Bellandur,1528,3,2.0,5.0,Furnished,"24/7 Security, High-Speed Elevators, Power Backup",13030000
Banashankari,1082,2,1.0,8.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Power Backup, Swimming Pool",7120000
Hebbal,2784,4,3.0,0.0,Semi-Furnished,"Covered Parking, Gym, Intercom, Tennis Court",24730000
Marathahalli,1200,2,2.0,6.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Power Backup, Swimming Pool, Tennis Court",6560000
Whitefield,930,2,2.0,9.0,Unfurnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup",5250000
Electronic City,1589,3,3.0,2.0,Semi-Furnished,"Clubhouse, Covered Parking, Jogging Track, Power Backup",8210000
Electronic City,974,2,1.0,3.0,Unfurnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Tennis Court",3720000
Koramangala,2103,4,3.0,3.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Tennis Court",31130000
Yelahanka,1246,2,2.0,14.0,Furnished,"Clubhouse, Gym, Jogging Track, Power Backup, Swimming Pool",8390000
HSR Layout,1024,2,2.0,18.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, High-Speed Elevators, Tennis Court",8670000
Bellandur,952,2,2.0,13.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",7060000
Whitefield,828,2,2.0,19.0,Semi-Furnished,"Covered Parking, Tennis Court",3700000
Electronic City,1624,3,3.0,1.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Jogging Track, Landscaped Garden, Swimming Pool",9200000
Yelahanka,1578,3,2.0,4.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",10030000
Whitefield,1677,3,3.0,4.0,Semi-Furnished,"Children's Play Area, Power Backup, Swimming Pool",10160000
Bellandur,1512,3,3.0,9.0,Semi-Furnished,"Gym, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",12590000
Indiranagar,1484,3,3.0,9.0,Unfurnished,"24/7 Security, Gym, Intercom, Jogging Track",17970000
Koramangala,933,2,2.0,0.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Tennis Court",13200000
Indiranagar,883,2,2.0,6.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Tennis Court",10550000
Yelahanka,1308,3,3.0,9.0,Unfurnished,"Children's Play Area, Jogging Track, Swimming Pool",8330000
HSR Layout,1026,2,2.0,28.0,Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Landscaped Garden",7090000
Malleshwaram,987,2,2.0,7.0,Furnished,"Covered Parking, Intercom, Jogging Track, Power Backup",11120000
Rajajinagar,487,1,1.0,3.0,Semi-Furnished,"Gym, Intercom, Swimming Pool",4210000
Whitefield,966,2,2.0,5.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",5200000
Indiranagar,1257,2,2.0,0.0,Unfurnished,"Children's Play Area, High-Speed Elevators, Intercom, Landscaped Garden",14870000
Yelahanka,1003,2,2.0,2.0,Semi-Furnished,"Children's Play Area, Swimming Pool",5190000
Hebbal,1162,2,2.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",10780000
Whitefield,1015,2,2.0,1.0,Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool, Tennis Court",6370000
Whitefield,1337,3,3.0,8.0,Semi-Furnished,"Clubhouse, Covered Parking, Gym, Power Backup",7760000
Whitefield,1363,3,3.0,9.0,Unfurnished,"Children's Play Area, Gym, High-Speed Elevators, Intercom, Power Backup, Tennis Court",7880000
Indiranagar,2357,4,3.0,3.0,Unfurnished,"24/7 Security, Clubhouse, Gym, Power Backup",28950000
Whitefield,1149,2,2.0,1.0,Semi-Furnished,"Gym, Jogging Track, Power Backup, Swimming Pool",7810000
Sarjapur Road,1522,3,3.0,0.0,Semi-Furnished,"Children's Play Area, Clubhouse, Power Backup, Swimming Pool",10570000
Bellandur,1026,2,1.0,4.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Intercom, Landscaped Garden, Power Backup, Swimming Pool",8430000
Thanisandra,2676,4,4.0,0.0,,"Gym, Power Backup",16970000
Marathahalli,1733,3,2.0,0.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Landscaped Garden",11790000
Electronic City,1205,2,2.0,0.0,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Power Backup, Swimming Pool",6310000
Malleshwaram,1420,3,3.0,13.0,Furnished,"Children's Play Area, Gym, High-Speed Elevators, Jogging Track, Tennis Court",15950000
Rajajinagar,2450,4,4.0,6.0,Furnished,"Covered Parking, Intercom, Power Backup, Swimming Pool, Tennis Court",24420000
Malleshwaram,2490,4,3.0,6.0,Semi-Furnished,"High-Speed Elevators, Landscaped Garden",29630000
Jayanagar,2865,4,4.0,3.0,Unfurnished,"Children's Play Area, Power Backup, Swimming Pool, Tennis Court",30600000
HSR Layout,1197,2,2.0,4.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Intercom, Jogging Track, Tennis Court",9490000
Electronic City,1190,2,2.0,0.0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Power Backup",6170000
Hebbal,1429,3,2.0,6.0,Unfurnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Power Backup, Tennis Court",11610000
Thanisandra,1145,2,2.0,15.0,Semi-Furnished,"Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",6620000
Jayanagar,994,2,2.0,10.0,Unfurnished,"24/7 Security, Gym, High-Speed Elevators, Power Backup, Swimming Pool",10160000
Malleshwaram,606,1,1.0,11.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Power Backup, Tennis Court",5990000
Electronic City,1536,3,3.0,14.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Intercom, Power Backup, Swimming Pool, Tennis Court",7520000
Indiranagar,802,1,1.0,0.0,Unfurnished,"24/7 Security, Landscaped Garden, Power Backup",9200000
HSR Layout,1047,2,2.0,0.0,Furnished,"High-Speed Elevators, Intercom, Power Backup",10530000
Sarjapur Road,1300,3,3.0,,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Jogging Track, Tennis Court",9580000
Malleshwaram,2106,3,3.0,13.0,Furnished,"Covered Parking, High-Speed Elevators, Landscaped Garden",22520000
Electronic City,1015,2,2.0,5.0,Unfurnished,"High-Speed Elevators, Jogging Track, Tennis Court",4460000
Marathahalli,1482,3,2.0,5.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Intercom, Power Backup, Swimming Pool",8830000
Rajajinagar,2543,4,4.0,8.0,Semi-Furnished,"Clubhouse, Gym, Landscaped Garden, Power Backup",27980000
Whitefield,901,2,2.0,3.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Power Backup, Tennis Court",5070000
Electronic City,2740,4,4.0,4.0,Furnished,"24/7 Security, Children's Play Area, Jogging Track, Tennis Court",12220000
Whitefield,1512,3,3.0,3.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, Power Backup",9010000
Hebbal,520,1,1.0,8.0,Unfurnished,"24/7 Security, Covered Parking, Intercom, Jogging Track, Swimming Pool, Tennis Court",4220000
Electronic City,1022,2,2.0,2.0,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom, Power Backup",5090000
Thanisandra,696,1,1.0,6.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Intercom, Tennis Court",3940000
Koramangala,1356,3,2.0,11.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Power Backup",12560000
Electronic City,904,2,2.0,2.0,Furnished,"24/7 Security, Covered Parking, Jogging Track, Power Backup, Swimming Pool",4710000
Whitefield,616,1,1.0,10.0,Semi-Furnished,"Clubhouse, Intercom, Power Backup, Swimming Pool",3480000
HSR Layout,1577,3,2.0,0.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, Landscaped Garden",16460000
Jayanagar,867,2,2.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, Gym, Intercom, Landscaped Garden, Tennis Court",7900000
Hebbal,1904,3,3.0,20.0,Furnished,"Covered Parking, Gym, High-Speed Elevators, Jogging Track, Swimming Pool",14240000
Marathahalli,2164,4,3.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Landscaped Garden, Power Backup",15710000
Thanisandra,3084,4,4.0,5.0,Semi-Furnished,"Covered Parking, Gym, High-Speed Elevators",21110000
Koramangala,1834,3,2.0,3.0,Semi-Furnished,"24/7 Security, Jogging Track, Tennis Court",21710000
Whitefield,1044,2,2.0,5.0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators",6120000
Koramangala,1171,2,2.0,8.0,Unfurnished,"Clubhouse, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",11540000
Bellandur,1831,3,3.0,0.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",15970000
Rajajinagar,738,1,1.0,20.0,Furnished,"24/7 Security, High-Speed Elevators, Landscaped Garden",6930000
Marathahalli,1919,3,3.0,3.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Intercom, Jogging Track, Power Backup, Swimming Pool",13570000
Rajajinagar,1083,2,2.0,4.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Intercom, Jogging Track, Tennis Court",11780000
Bellandur,1300,3,3.0,1.0,Semi-Furnished,"Covered Parking, High-Speed Elevators, Swimming Pool",10780000
Whitefield,3031,4,4.0,4.0,Unfurnished,"Clubhouse, Intercom, Jogging Track, Landscaped Garden",18500000
Whitefield,1088,2,2.0,6.0,Furnished,"Intercom, Power Backup",7250000
Banashankari,1524,3,3.0,2.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Swimming Pool",8530000
Indiranagar,1010,2,1.0,12.0,Furnished,"Children's Play Area, Clubhouse, Power Backup",11420000
Indiranagar,2100,4,4.0,4.0,Unfurnished,"Covered Parking, High-Speed Elevators, Jogging Track, Swimming Pool",24940000
Thanisandra,1702,3,3.0,2.0,Unfurnished,"Children's Play Area, Covered Parking, Power Backup",9610000
Bellandur,550,1,1.0,2.0,Furnished,"Gym, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",3670000
Indiranagar,1858,3,2.0,0.0,Furnished,"Clubhouse, High-Speed Elevators, Intercom, Power Backup, Swimming Pool",27750000
Jayanagar,1337,3,3.0,3.0,Unfurnished,"Power Backup, Swimming Pool, Tennis Court",17160000
HSR Layout,715,1,1.0,0.0,Semi-Furnished,"Children's Play Area, Gym, Landscaped Garden, Power Backup, Tennis Court",6350000
Thanisandra,1142,2,2.0,0.0,Semi-Furnished,"Covered Parking, Swimming Pool",7840000
Whitefield,1007,2,2.0,6.0,Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Power Backup, Swimming Pool",6530000
Hebbal,1666,3,3.0,0.0,Semi-Furnished,"Covered Parking, Jogging Track, Tennis Court",15320000
Hebbal,1659,3,2.0,9.0,Semi-Furnished,"Covered Parking, Gym",14260000
Indiranagar,1401,3,2.0,2.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Power Backup",15330000
Sarjapur Road,572,1,1.0,,Furnished,"24/7 Security, Children's Play Area, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",3930000
Sarjapur Road,1026,2,2.0,6.0,Furnished,"Children's Play Area, Clubhouse, Gym, Intercom, Landscaped Garden",7660000
Yelahanka,991,2,2.0,11.0,Unfurnished,"Children's Play Area, Covered Parking, Gym",5190000
Koramangala,2688,4,4.0,17.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",34160000
Sarjapur Road,1086,2,2.0,4.0,Furnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Landscaped Garden, Power Backup",8670000
Hebbal,1249,2,2.0,9.0,Semi-Furnished,"24/7 Security, Covered Parking, Intercom, Power Backup, Swimming Pool",10710000
Hebbal,685,1,1.0,7.0,Unfurnished,"Jogging Track, Landscaped Garden",4580000
Marathahalli,462,1,1.0,1.0,Semi-Furnished,"Gym, High-Speed Elevators, Power Backup, Tennis Court",2610000
